date,domain,category,country,publisher,title,description,link,sentiment,description_vector
2024-12-14,www.thehindu.com,['top'],['india'],The Hindu,One Man Commission to visit districts from December 16 to 19,Commission receive memoranda / representations from individuals institutions familiar with subject matter . Submissions made by representatives from both respective erstwhile districts from newly established districts,https://www.thehindu.com/news/cities/Vijayawada/one-man-commission-to-visit-districts-from-december-16-to-19/article68982905.ece,0.0689393939393939,
"[-7.41744757e-01 -1.99476373e-03 -5.12921847e-02 -6.85382932e-02
-2.49498278e-01  3.88237573e-02  6.92417026e-02 -6.55371025e-02
-1.02009118e-01  1.85915530e+00 -2.03044906e-01  7.36839995e-02
-4.73422371e-02  1.10970333e-03 -2.38829907e-02  6.79890141e-02
-8.58341381e-02  5.05965173e-01  5.14687710e-02 -1.51262179e-01
-1.91270560e-02 -2.82441806e-02  2.13796478e-02 -6.51462376e-02
-5.49515933e-02 -3.73600572e-02  7.64226317e-02 -4.91987057e-02
-4.57084216e-02 -1.80216745e-01  5.06636500e-02  3.86758754e-03
  2.67441142e-02 -1.25976995e-01 -1.29269570e-01 -9.80767608e-02
-1.60329074e-01 -1.22077718e-01 -5.81409968e-02  3.83583605e-02
-4.51042037e-03 -2.23676562e-02  5.86044937e-02  4.81989942e-02
  4.20819968e-02 -1.79378703e-01  5.67528754e-02  1.99746162e-01
-2.77034454e-02 -1.29068419e-01 -3.81634086e-02  2.83034109e-02
  7.81066939e-02 -2.15714723e-02  5.93971089e-02  2.99394666e-03
  1.25567075e-02 -3.37908268e-02  3.73087078e-02 -2.36407795e-04
-2.18669876e-01 -2.01563135e-01 -3.66419367e-02 -4.51882981e-04
  1.08749434e-01  3.24088223e-02  3.47848237e-02  3.35410424e-02
-1.59648061e-03 -1.31104454e-01  1.53124928e-01  1.53617218e-01
-1.78310089e-02 -1.43364236e-01 -8.77521709e-02 -4.63384390e-02
  5.03345281e-02 -4.50520627e-02  1.92805976e-01  1.94607183e-01
-3.60577665e-02  1.26166582e-01 -1.21354386e-01  4.80688773e-02
-5.45284152e-02  9.12614092e-02 -2.27353033e-02 -1.03258872e-02
  5.40786497e-02 -1.29224539e-01 -1.20638356e-01 -3.37232574e-04
-1.97955593e-01  8.50353017e-03 -2.27261186e-02  9.11525264e-02
-6.89688325e-02 -2.36104243e-02  1.36017278e-01 -1.52028855e-02
  7.22794160e-02  1.21161014e-01 -3.14648300e-02  6.51868954e-02
  1.45466447e-01 -1.72731113e+00 -4.61849421e-02 -8.40836465e-02
-9.93940532e-02 -3.91475894e-02  2.08547205e-01 -2.97526438e-02
-1.37268826e-01 -1.53839543e-01 -1.12028979e-01  5.05782366e-02
-1.23919867e-01 -2.15443388e-01 -7.30357617e-02 -1.01500014e-02
  3.39498445e-02  3.38944681e-02 -6.25968799e-02 -5.66074513e-02
-4.67892997e-02  7.44037554e-02  1.64205939e-01 -2.68422504e-04
  5.19244038e-02 -1.65131246e-03  2.71258503e-02 -3.34452316e-02
  9.51804686e-03 -1.17094442e-01 -1.68290228e-01  1.37842909e-01
-1.13269351e-01 -1.22729875e-01  1.57621000e-02 -8.08420628e-02
-2.90485770e-01  8.92956853e-02  1.08251823e-02 -7.33394101e-02
-1.25029922e-01 -1.93472683e-01  1.33558154e-01  8.53250027e-02
-4.95763086e-02 -2.57246345e-02 -1.33824171e-02  1.01279259e-01
-5.10568880e-02 -1.40587781e-02  1.50700986e-01  8.76738802e-02
-6.66595921e-02 -5.71934786e-03 -6.28029034e-02 -1.57997906e-01
-4.07698825e-02 -2.77380142e-02  5.36621213e-02 -1.75374389e-01
-2.88186848e-01 -1.27556130e-01  1.64553270e-01 -1.37909412e-01
-2.53243595e-02 -3.01764365e-02  2.46219467e-02 -6.05208725e-02
  3.64170462e-01  1.18302919e-01  1.58583134e-01  1.30838212e-02
-1.07614934e-01  1.15841199e-02 -4.45069447e-02  1.09212771e-01
  5.68729974e-02  1.42664671e-01 -1.90103114e-01  1.34369180e-01
-2.67325304e-02  9.13563445e-02 -6.85837260e-03 -4.58680615e-02
  3.99795063e-02  2.32700288e-01  1.30610362e-01 -1.28770033e-02
  2.40851194e-02  1.30900461e-02 -4.81871776e-02 -7.36253485e-02
-3.99436132e-04 -7.13230819e-02  3.37849669e-02  7.51187727e-02
  2.48089731e-01 -1.39895201e-01 -4.94328812e-02  1.42206401e-01
-9.86735299e-02 -1.62472967e-02 -4.26064134e-02  1.33194879e-01
  8.36514402e-03  1.19471535e-01  1.95740253e-01  1.83150455e-01
-8.17449912e-02  5.42528816e-02 -4.65389974e-02  1.90176487e-01
  1.48410827e-03 -1.06053695e-01 -6.86682016e-03  6.04684204e-02
-1.35324761e-01 -1.07498944e-01 -3.83756384e-02  2.80896481e-02
  1.00986339e-01  6.16059080e-03 -1.02788121e-01 -1.25136655e-02
  4.66809385e-02 -1.37012824e-01 -3.69742922e-02 -1.28156945e-01
  2.13710554e-02  1.49422050e-01 -2.78756581e-02 -6.89770654e-03
  1.07293797e-03 -1.32624418e-01  4.18545306e-02 -6.13400601e-02
-4.99741314e-03 -7.98704848e-02  9.94177908e-03  9.98588162e-04
  1.22395657e-01 -1.56478863e-02  1.45289779e-01 -9.51532498e-02
-9.49204713e-02  1.69755608e-01  1.38193354e-01  8.04833099e-02
-8.89117420e-02 -3.39550115e-02  5.79344928e-02  2.65423387e-01
-9.46959853e-02 -1.14530183e-01  1.10476345e-01  5.67917675e-02
-1.35352179e-01 -9.42944735e-02 -2.21884716e-02  1.79755330e-01
-1.51363537e-02 -2.33388230e-01  1.02872998e-01  4.68775295e-02
  3.70191991e-01 -4.06115837e-02  3.83953052e-03 -1.27782464e-01
-4.02697660e-02 -1.40165418e-01 -1.19712846e-02  2.32724100e-02
-3.79298627e-03 -6.73960671e-02  4.91426513e-02  9.82545391e-02
  1.20083876e-01 -6.73865750e-02  6.36840165e-02  1.74243391e-01
-3.10719926e-02 -4.15619314e-02 -1.20521352e-01  6.53019473e-02
  5.19575290e-02  6.33021221e-02 -2.98772067e-01  1.04000047e-01
-8.84128213e-02  6.61427081e-02 -3.67684662e-02 -2.91492417e-02
  1.06972948e-01 -1.62176296e-01  1.48301616e-01 -7.94087648e-02]",,,,,,,,,
2024-12-14,www.thehindu.com,['top'],['india'],The Hindu,Hyderabad police issues guidelines ahead of New Year Eve celebrations,"No minors permitted pubs bars programmes organised couples . order also said no one allowed use drugs , organisers vary parking areas other spots where drugs clandestinely sold",https://www.thehindu.com/news/cities/Hyderabad/hyderabad-police-issues-guidelines-ahead-of-new-year-eve-celebrations/article68982679.ece,-0.125,
"[-7.68879473e-01  1.21119544e-01 -4.84064640e-03 -1.83324605e-01
 -2.23353431e-01 -5.53701520e-02  4.52169403e-02 -1.66978747e-01
 -6.40863851e-02  1.76234686e+00 -1.62924796e-01  2.26260543e-01
 -9.16742012e-02  2.63154451e-02  2.05888033e-01 -1.98334262e-01
 -3.68216038e-02  8.40032399e-01  4.70807776e-03 -2.44193468e-02
 -9.89628956e-02  1.44060001e-01 -1.00332342e-01 -1.45327404e-01
 -1.88790232e-01 -2.26591993e-02 -1.92798469e-02 -1.72225207e-01
  1.41354263e-01 -1.15347765e-01 -6.06674422e-03 -2.25909539e-02
  3.78806628e-02  7.97320008e-02  7.31807575e-02  5.94149306e-02
 -5.39645478e-02 -1.16838887e-01 -6.81623444e-02  4.71487045e-02
 -5.64237013e-02 -8.31523463e-02  5.58356419e-02 -1.40807137e-01
  8.86924416e-02  5.30955382e-02 -1.47815514e-02  7.59000182e-02
  1.64545532e-02  1.50502045e-02 -4.23033498e-02 -2.87579410e-02
  5.12086451e-02  1.25503346e-01  1.73726052e-01 -3.31855416e-02
 -3.17295939e-02 -9.90185589e-02 -1.81636542e-01 -1.59901604e-01
  1.38613701e-01 -2.50787586e-01 -3.78175080e-03  6.57983497e-02
  9.13930982e-02  1.10271357e-01 -3.25191990e-02 -4.02635196e-03
  1.29890498e-02 -1.36726350e-01  1.47106335e-01  9.30288807e-02
  3.18601042e-01  1.91088971e-02  1.66084945e-01 -5.69088459e-02
  7.30530471e-02 -1.21343002e-01  3.12554017e-02  2.66086489e-01
 -2.65554488e-02 -9.05740410e-02 -1.27666891e-01  1.28326252e-01
 -5.38520515e-02 -1.01283632e-01  2.43534774e-01  1.44505903e-01
  8.94808099e-02  1.12317398e-01  6.80735633e-02 -1.09452054e-01
  8.26014131e-02 -8.74757543e-02 -1.56053931e-01 -1.01858452e-01
  4.20731977e-02 -1.74274951e-01  2.50945846e-03 -9.03750509e-02
 -2.93075154e-03  1.97653964e-01  7.10915104e-02  6.13848455e-02
  1.40127182e-01 -1.37582791e+00  1.78658396e-01 -9.06032026e-02
 -1.59244984e-03 -2.08471846e-02  9.81924087e-02 -2.92713910e-01
 -7.92835131e-02 -1.78751126e-02  1.21476673e-01 -1.89314008e-01
  2.90759299e-02 -1.51959151e-01  5.69842644e-02  1.26973599e-01
  4.48370501e-02  9.59329456e-02 -8.18334967e-02  4.83374447e-02
 -8.36229473e-02  2.80341022e-02 -5.97374607e-03 -5.21556027e-02
 -4.36408930e-02 -9.18446458e-04  1.21388175e-01 -1.53648049e-01
 -7.18303472e-02  8.31556991e-02  1.73222199e-01 -1.82351507e-02
  1.02050435e-02  1.13616146e-01  1.12727121e-01  3.49651501e-02
 -5.44358790e-01  1.61332682e-01  2.83224732e-01 -1.09087810e-01
 -4.56263013e-02 -1.37058452e-01  2.23374479e-02 -5.99774942e-02
  4.28323969e-02  6.28268570e-02 -5.99667542e-02  1.37957379e-01
 -2.13757493e-02  3.08724698e-02  1.58187956e-01 -3.46242450e-02
  9.58104525e-03  3.96929011e-02  9.66130011e-03 -1.95315942e-01
 -1.82705313e-01  5.33823557e-02  1.17666170e-01 -2.16985062e-01
  6.72589988e-03 -4.92947027e-02  4.98226956e-02 -8.98799449e-02
 -3.37082706e-02 -1.25581756e-01 -8.30584951e-03 -1.09207153e-01
  1.05656467e-01  2.38420926e-02 -3.82686481e-02 -7.71773327e-03
 -1.75712556e-01  2.50724498e-02  1.05146989e-01 -2.39666365e-02
  1.28595352e-01 -8.97303969e-02 -1.81143954e-01  1.75169364e-01
 -1.17013298e-01  9.39492893e-04  3.19241062e-02 -5.38721271e-02
  7.34370425e-02  9.52780396e-02  1.03181615e-01  5.35241961e-02
  1.25386909e-01  2.54758205e-02 -9.84280929e-02  9.80379991e-03
 -8.70981836e-04  6.28686547e-02  1.00523852e-01 -5.50031960e-02
  2.38054037e-01 -1.70392200e-01 -8.65964778e-03 -9.65689197e-02
 -3.23631376e-01  8.03586096e-02 -3.19407508e-02  1.21429779e-01
  1.20727643e-01  1.26950711e-01  9.54005308e-03 -2.41184537e-03
 -1.91185959e-02  5.75818587e-03  2.27286462e-02 -3.17505002e-02
  3.61975585e-03  3.69082056e-02 -1.51484489e-01  8.07309523e-02
 -1.10725105e-01  1.02837548e-01 -2.88321465e-01 -2.51769871e-01
 -7.09006339e-02 -1.13750016e-02 -1.66070297e-01 -2.26585679e-02
  5.43086007e-02 -3.44716534e-02 -2.83536110e-02  2.93883029e-02
  1.24458253e-01  4.18724865e-02 -4.69741635e-02  1.17133878e-01
  7.08401352e-02 -1.31720573e-01 -6.62464648e-02  2.40201000e-02
 -1.24959517e-02 -2.99947970e-02 -7.12897629e-04  4.28250507e-02
  4.52431366e-02  3.65724275e-03  4.60861996e-02 -1.18342653e-01
 -1.58760756e-01  7.12276027e-02 -1.00113526e-02 -1.86511084e-01
 -2.54418291e-02  1.88418478e-02  3.97237465e-02  2.77426869e-01
 -6.52555451e-02 -2.13492841e-01  3.43123600e-02  7.21920133e-02
 -3.79496589e-02 -2.06212439e-02 -3.54880234e-03  1.39473647e-01
 -3.44848707e-02  3.34322453e-02  2.72513479e-02  1.70834914e-01
  2.64768928e-01 -1.48057297e-01 -7.61489123e-02 -5.04641719e-02
 -7.19542056e-02  2.00239457e-02 -5.34228012e-02 -3.13974954e-02
 -9.21654552e-02 -1.82326827e-02  2.29674969e-02  3.62090439e-01
 -1.00328006e-01  5.48690483e-02 -1.63060124e-03  5.70697561e-02
 -2.25330032e-02  2.01798558e-01 -1.13254013e-02 -1.10227801e-01
  1.06202796e-01  3.38611424e-01 -2.60902755e-02  7.46757677e-03
 -3.66130029e-03  1.69243515e-02  2.70514973e-02  5.38082011e-02
 -3.06552537e-02 -5.29084913e-02  2.11933762e-01  6.99072927e-02]",,,,,,,,,
2024-12-14,www.thehindu.com,['top'],['india'],The Hindu,Adequate teaching staff sought at govt. schools in Andhra Pradesh,"statement Friday , association president K. Harikrishna general secretary M. Srinivasa Rao said new initiative introducing star - rating schools based their performance ‘ pompous ’ given fact more than 13,000 schools State reduced single - teacher schools",https://www.thehindu.com/news/cities/Vijayawada/adequate-teaching-staff-sought-at-govt-schools-in-andhra-pradesh/article68982665.ece,0.2287878787878788,
"[-6.94912672e-01  1.92611113e-01  6.98261261e-02 -2.44216938e-02
 -8.32675844e-02  9.95562784e-03  1.44194141e-01 -5.55495992e-02
  3.13655064e-02  1.39368868e+00 -2.83412158e-01 -1.17863780e-02
 -1.03316225e-01 -5.00312634e-02 -8.15563872e-02  6.47658333e-02
  1.71543032e-01  7.27208078e-01 -1.17497280e-01  3.43604311e-02
  8.91788900e-02 -9.16051492e-03  1.71354875e-01 -1.18927650e-01
  7.55505264e-02  6.77369460e-02 -9.72195342e-02 -2.86187660e-02
 -3.30639929e-02  2.85143051e-02  8.96572322e-02  1.15586989e-01
  1.30955964e-01  7.96092674e-02 -7.38257244e-02  1.73886698e-02
 -1.04418069e-01  7.00514987e-02 -6.76890686e-02 -1.10447265e-01
  1.03090398e-01  2.47799163e-03  3.42035890e-02  9.53484233e-03
  1.00537762e-01 -1.43560514e-01  6.10286705e-02  2.71601267e-02
  7.95833692e-02 -7.55034462e-02  3.31541672e-02  3.23944241e-02
  5.37460260e-02 -7.77560323e-02 -1.11919180e-01 -2.21000388e-02
 -9.27998349e-02 -1.16567619e-01 -1.19229935e-01 -1.48071006e-01
 -4.94475774e-02 -1.39646962e-01 -5.83367310e-02 -5.96074201e-02
  5.00734374e-02  3.55459005e-02  2.27521025e-02  1.13874517e-01
  1.53717343e-02 -7.53457323e-02 -5.46031334e-02 -6.60510585e-02
  7.98772424e-02 -5.38611449e-02  6.87121451e-02  4.48634289e-02
  7.81990960e-02  3.17527264e-01  1.48697317e-01  2.05892250e-01
  5.82353538e-03  4.03259657e-02  1.19092911e-01  1.60879716e-01
  3.63071673e-02  1.58466790e-02  2.97024310e-01 -3.38932909e-02
 -2.63731424e-02 -3.94319668e-02  7.39013925e-02 -8.13386738e-02
 -1.08633451e-01 -1.35635853e-01  7.00100437e-02 -1.48260415e-01
  1.05782494e-01 -5.81668131e-03  8.74034986e-02 -4.30857465e-02
  1.50698915e-01  3.54914926e-02 -6.52053803e-02  1.69908833e-02
  5.99283986e-02 -1.15676546e+00  6.66962713e-02 -8.09474662e-02
 -1.52046293e-01 -1.40381873e-01 -1.96827371e-02 -4.26843725e-02
 -7.40411803e-02 -8.92058760e-02  9.77700725e-02  6.21306337e-02
  5.34973666e-02 -9.28629115e-02  1.06586672e-01 -5.77392094e-02
  5.66768721e-02  5.60272001e-02 -9.47440639e-02  1.37263136e-02
 -7.35017881e-02  4.50697280e-02 -4.76291627e-02  3.53144743e-02
 -7.99236372e-02  8.75430275e-03  6.46100268e-02 -2.56908741e-02
  4.06292900e-02 -1.16491319e-04  3.84352691e-02  1.55315045e-02
  1.60392262e-02 -3.67323472e-03  7.04159588e-02  1.68503227e-03
 -5.58204353e-01 -1.75378285e-02 -7.81404413e-03  5.64247742e-02
 -1.32426009e-01  1.03401896e-02  4.73246165e-03  4.18074653e-02
 -2.98264856e-03  1.33717377e-02  5.66781759e-02 -2.28877030e-02
 -7.22835734e-02  9.34080258e-02  2.39038974e-01  6.95776567e-02
  4.61215749e-02  1.01962080e-02  5.28640337e-02 -1.88691929e-01
  4.01362032e-02  1.74923392e-03  3.92596144e-03 -1.07905664e-01
 -2.36908883e-01 -1.23346850e-01 -4.82326187e-02 -1.60535201e-01
 -2.46370230e-02  3.28806639e-02 -1.83353480e-02 -1.41581535e-01
  1.17278762e-01 -3.90745960e-02 -4.29914668e-02 -1.08328179e-01
 -2.82548405e-02  8.76999553e-03  9.11345929e-02  4.05270085e-02
  5.95183298e-02  1.20251261e-01 -2.24368662e-01  5.19593991e-02
 -3.89158092e-02  1.61347464e-01 -2.70587616e-02  7.00819641e-02
  9.41621438e-02  5.04140928e-02  1.57586664e-01 -1.12230487e-01
 -3.81190032e-02 -1.14157796e-03 -2.34678034e-02 -4.35772985e-02
  1.08700484e-01  3.18775699e-02  7.21245259e-02 -5.34224696e-02
  1.91857845e-01 -4.56690267e-02 -1.67568967e-01  6.52997270e-02
 -1.12928540e-01 -5.38385399e-02  8.08648020e-02  5.37806973e-02
  5.81704006e-02  4.09474000e-02 -2.09185570e-01  1.33002296e-01
 -1.74244922e-02 -3.18996347e-02  5.78799024e-02  1.61908066e-03
 -9.68810096e-02 -2.70406995e-03  3.19129974e-02  1.82321608e-01
 -1.60024330e-01  2.39446722e-02 -1.32402033e-01  2.36274600e-02
  7.30246603e-02  5.81585653e-02 -1.99004337e-01 -3.02083287e-02
 -6.57643238e-03 -3.51941809e-02 -1.97341964e-02  2.96377782e-02
  5.94045641e-03  2.46850681e-02 -9.98963788e-02 -1.75479241e-02
  7.59716481e-02  2.93591656e-02 -1.26853287e-01  3.89018767e-02
 -2.22098321e-01 -2.50190794e-01  1.22940876e-01  3.41736302e-02
 -3.53984125e-02 -4.18800041e-02  4.17891778e-02 -1.76359359e-02
  7.24336784e-03 -6.16465285e-02  2.81720050e-02  7.97622576e-02
 -4.63259406e-02  5.38277701e-02  2.28857286e-02  1.09906062e-01
  1.23040296e-01 -7.16082379e-02  3.98773775e-02  9.04868066e-04
  6.19651005e-02  4.96376380e-02 -1.32019266e-01  6.89423829e-02
  4.81514297e-02 -1.61969349e-01 -1.10890836e-01  9.86135527e-02
  1.58239275e-01 -1.19569944e-02 -3.69218003e-04 -8.47834200e-02
  6.52019074e-03  4.81001241e-03 -1.28873497e-01 -1.35085166e-01
  5.08838743e-02 -7.79424049e-03 -2.64837313e-02 -6.40695989e-02
 -3.84834222e-02  2.35036332e-02 -1.32321138e-02  1.37128517e-01
 -6.48529083e-02  4.46499661e-02  4.37310785e-02 -7.40316287e-02
 -2.00203702e-01  1.44730479e-01  9.50785428e-02  9.71969217e-02
  1.50767848e-01  1.24462672e-01  9.13687646e-02  3.21912207e-02
 -1.45558894e-01 -4.14824560e-02  6.65449649e-02 -6.24265932e-02]",,,,,,,,,
2024-12-14,www.thehindu.com,['top'],['india'],The Hindu,"Low pressure to form over Bay of Bengal, rainfall alert for South Coastal & Rayalaseema districts on Dec 16 & 17",low pressure area form over Bay Bengal December 15,https://www.thehindu.com/news/cities/Visakhapatnam/low-pressure-to-form-over-bay-of-bengal-rainfall-alert-for-south-coastal-rayalaseema-districts-on-dec-16-17/article68982546.ece,0.0,
"[-7.54651248e-01  4.28265005e-01  2.23313749e-01 -4.12097499e-02
  1.73755735e-01  1.18998006e-01  9.02728736e-02  7.00992495e-02
  1.83959976e-02  8.26742530e-01 -3.44077855e-01 -1.12126261e-01
 -4.04837504e-02  6.25128299e-02 -6.83525056e-02  8.99145007e-02
  1.16764128e-01  1.38554001e+00 -1.08254001e-01 -1.01207510e-01
  2.31377482e-02  1.57485045e-02  7.65497610e-02 -2.08306253e-01
 -8.25467408e-02  5.77253057e-04 -4.76315059e-02 -3.38629633e-02
 -5.54975048e-02  1.78086251e-01 -1.14589006e-01  4.23292480e-02
  3.60281244e-02 -2.57980004e-02 -4.79671210e-02  3.03832501e-01
 -2.56782472e-01  8.95536318e-02 -2.07683757e-01 -3.95087563e-02
  1.16580114e-01 -1.46861240e-01  2.12071985e-01 -1.65293753e-01
  2.28175089e-01  1.39133498e-01 -1.84294991e-02 -1.54866129e-01
  5.97654209e-02  1.22754119e-01 -6.84441254e-02  1.75022617e-01
  9.97553691e-02 -1.27977490e-01  4.04048674e-02 -8.53526220e-02
  4.94256243e-02  4.78544906e-02 -1.16051756e-01  6.22646213e-02
 -1.06075004e-01 -1.01898119e-01  6.07550070e-02  8.45125318e-03
 -1.04401872e-01 -5.85746244e-02 -1.14578880e-01  1.11709252e-01
 -7.43814930e-03  1.88374892e-03 -7.20743835e-02  1.31537959e-01
  3.98926213e-02 -2.10545003e-01  9.37286243e-02  1.30624995e-01
 -7.35499710e-03  1.14770077e-01  7.40295053e-02  1.37224004e-01
  1.36361979e-02  1.22022249e-01 -1.25470951e-01  1.31366216e-02
  8.79822373e-02  2.15562992e-02  5.69410682e-01  3.18862572e-02
  1.46064997e-01 -1.50144875e-01  6.36056289e-02 -2.25336492e-01
 -3.34282443e-02 -3.17136526e-01 -1.96959883e-01 -1.23792507e-01
  3.19236219e-01  1.43262252e-01  1.02976233e-01 -5.26778772e-02
  5.95072545e-02  3.64706255e-02 -1.68133005e-01  2.57959247e-01
  1.26971126e-01 -1.03094625e+00 -3.91220003e-02 -1.53965265e-01
 -9.72187147e-03 -3.20311226e-02 -1.81591399e-02 -1.14508748e-01
  9.80301276e-02 -5.08846305e-02  2.37073768e-02 -6.43630028e-02
  1.80313677e-01 -7.81318769e-02  4.79109995e-02 -1.18950635e-01
  8.40141326e-02 -1.59789011e-01 -1.11727498e-01 -9.35612693e-02
 -9.10666287e-02 -9.54513848e-02  2.51134992e-01 -1.67384356e-01
 -1.55468747e-01 -1.91882610e-01  3.60863388e-01 -3.47077847e-01
 -1.93104014e-01 -2.46591255e-01  2.25122511e-01 -1.13467753e-01
 -5.43739349e-02  2.42422879e-01  5.60258776e-02 -1.28074616e-01
 -5.46108484e-01 -4.20599803e-03 -8.15282464e-02 -4.52406257e-02
  5.51284961e-02  1.57416254e-01  5.69012538e-02 -5.14420047e-02
  6.52194396e-02  1.91080138e-01 -3.28827500e-02 -1.70978755e-01
 -7.76213706e-02 -1.77829921e-01  1.51506498e-01 -2.55520009e-02
  2.67658718e-02  3.17952156e-01  1.99616507e-01 -2.19453722e-01
  1.52152076e-01 -3.56987864e-03  2.10001260e-01 -8.76612216e-03
 -8.35466236e-02 -9.14625078e-03  2.87362467e-02  6.27460107e-02
  5.88337481e-02 -1.03819948e-02 -9.11362395e-02 -2.23946258e-01
 -1.10599503e-01  1.18389502e-01 -1.58260375e-01 -6.89987466e-02
  6.56357557e-02 -3.93773876e-02  3.10697496e-01  1.31324872e-01
  6.44033775e-02  2.48032883e-01 -2.00998247e-01  1.88235007e-02
  2.83438750e-02 -2.22130008e-02  3.68882529e-02 -6.67142421e-02
  3.50538716e-02 -9.84226018e-02  2.48132609e-02 -2.05938995e-01
  1.50561258e-01 -1.73515365e-01 -7.74001405e-02  4.81529720e-02
  4.91475035e-03  1.03056878e-01  1.15285248e-01  7.43632615e-02
  1.78644985e-01 -1.00090846e-01 -2.48200104e-01  1.23085175e-02
 -7.83837438e-02 -1.48057863e-01 -1.42965075e-02  5.12050278e-03
  8.54803175e-02  1.60543129e-01 -1.37436949e-03 -8.40999037e-02
 -2.58942507e-02 -1.48178756e-01  9.30249840e-02  4.76690009e-02
 -1.30304620e-01  2.13562474e-01  7.17724934e-02  1.47605073e-02
  2.95451060e-02  1.76702552e-02 -2.02914387e-01 -1.42860800e-01
  1.98644996e-01  3.94841768e-02 -1.41936377e-01 -2.94912875e-01
  5.89997508e-02  1.58277750e-01  7.90061280e-02  1.48500130e-01
  1.18455388e-01 -1.54046759e-01 -2.03916505e-01 -1.30673006e-01
  2.94363685e-03  2.05057543e-02 -3.13510001e-02 -7.30306208e-02
 -5.63551262e-02 -2.70437496e-03 -3.65068763e-02  7.30040073e-02
  8.08183253e-02 -5.85418716e-02  2.14424372e-01  1.19892001e-01
  2.11658761e-01 -2.05056727e-01  1.88197494e-02  1.07508730e-02
  7.84146637e-02 -2.19341666e-01  2.58730888e-01  4.34349507e-01
 -8.16362500e-02 -2.07781374e-01 -1.14662461e-02  1.05625000e-02
  5.72372489e-02  2.94425003e-02  1.42864615e-01  1.06094174e-01
  5.88649511e-03 -1.46056756e-01 -2.07127500e-02 -7.45949987e-03
 -4.96966429e-02  7.59896114e-02 -3.64914984e-02  1.60074942e-02
 -1.43797755e-01  5.09362519e-02  7.87469596e-02 -6.24523759e-02
  1.71247497e-02 -8.44561309e-02  1.65819243e-01  1.16019636e-01
  6.69663697e-02 -2.56213993e-01 -8.50225091e-02  3.35031778e-01
 -9.41288695e-02  1.64810747e-01  1.11168467e-01 -2.52754599e-01
  1.92593753e-01  2.93178380e-01  3.09598986e-02  2.18841303e-02
  1.43282786e-01 -9.35478732e-02 -7.67318830e-02  2.42046248e-02
  3.91805060e-02 -1.26675010e-01  3.68452594e-02  8.62762425e-03]",,,,,,,,,
